BAN_hashed,IMSI_hashed,BRAND,DEVICE_MANUFACTURER_TXT,MUNICIPALITY_NM,PROVINCE_STATE_CD,TENURE_DAY_QTY_SCALED,PRICE_PLAN,PROD_TV,PROD_INTERNET,SEGMENT_NM,LOCALITY_NM,LIFESTAGE,THREE_MONTH_AVG_WLN_BILLING_SCALED,THREE_MONTH_AVG_WLS_BILLING_SCALED
69330159,906660099305592,T,ZTE,DIDSBURY,AB,0.103071429,Wireless Internet 1TB - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.040749612,0.2718146
77452683,906660105169302,T,Apple,VERMILION,AB,0.225071429,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.009684646,0.124404701
1136277,906661629875580,T,Apple,FORT ASSINIBOINE,AB,0.059214286,Simple Share - 1GB Tablet,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007417428,0.045006624
6144846,906660089379201,T,Samsung,CHILLIWACK,BC,0.188,Voice 35 - Unlimited local talk and nationwide text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.015132403,0.066362648
3416778,906661632569070,T,Samsung,SMOKY LAKE,AB,0.178714286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.010511804,0.372388668
83488191,906661629637710,T,MOTOROLA,TURNER VALLEY,AB,0.193071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.03092883,0.041703183
55969080,906660954612477,T,Samsung,FERINTOSH,AB,0.097928571,"Unlimited 20 - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.039109082,0.114457013
1205934,906660107716182,T,Apple,SLAVE LAKE,AB,0.368428571,YourChoice Premium 75 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007477741,0.259025442
30219411,906660033358104,T,Apple,LAC LA BICHE,AB,0.417214286,"L&R Peace of Mind Connect Plus- Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007006721,0.045986616
81347757,906660934737756,K,Apple,BLACK DIAMOND,AB,0.493571429,$40 1GB 500 min Plan SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.024607961,0.046567479
110358435,906660107009886,T,ZTE,BEAUMONT,AB,0.046,Wireless Internet 100 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002807169,0.109528177
106986066,906660087545703,T,Apple,WILLIAMS LAKE,BC,0.170571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.011111494,0.133216142
110255664,906661637696145,T,Apple,HIGH RIVER,AB,0.026428571,Peace of Mind Access - Tablet,1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.021391809,0.117481912
703740,906661637617062,T,Samsung,CARSTAIRS,AB,0.6835,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.01033948,0.077546792
4588929,906661636303260,T,Samsung,WILDWOOD,AB,0.392714286,"Unlimited 40 - Unlimited nationwide talk, text, and endless data (40GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008271584,0.216970685
322797,906661634952828,T,ZTE,STAVELY,AB,0.035,Wireless Internet 500 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007926934,0.139488434
11017158,906661637587269,T,Apple,MILLET,AB,0.467428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.040840944,0.095893203
75096285,906660107921820,T,Apple,BLUE RIDGE,AB,0.143214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008656442,0.103114916
398727,906660087412743,T,APPLE,CREMONA,AB,0.129714286,"Simple Share 6 - Unlimited nationwide talk, text, and 6GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006347292,0.125736268
36850284,906660108600948,T,Samsung,DIDSBURY,AB,0.073,Voice 30-Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008099259,0.140660349
72214536,906660087249000,T,Samsung,RIMBEY,AB,0.249928571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.020253317,0.087903801
1973067,906660051963768,T,GOOGLE,ALBERTA BEACH,AB,0.501357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.004047906,0.206257006
105672426,906661632526971,T,Apple,LAC LA BICHE,AB,0.046071429,Peace of Mind Access - Tablet,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008021138,0.186837189
37938063,906660102115929,T,Apple,THORSBY,AB,0.479357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.025578724,0.040084582
4267512,906660104721393,T,Apple,NANTON,AB,0.264428571,"Peace of Mind Connect - Unlimited Canada-US talk, text, and endless data (10GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.036963639,0.210166786
125193,906660101316549,T,Samsung,BLACK DIAMOND,AB,0.756571429,SharePlus 65 - Ultd Nat.,1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.049974151,0.101864873
102201444,906660064635510,T,Apple,COALDALE,AB,0.096142857,YourChoice Premium 75 - Unlimited nationwide talk and text,1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.041357918,0.09954652
2667231,906660034167699,T,Apple,BUSBY,AB,0.555857143,"Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006248492,0.042326506
1205934,906660107716182,T,Apple,SLAVE LAKE,AB,0.368428571,YourChoice Premium 75 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007477741,0.259025442
39756264,906660060197211,T,Apple,MILLET,AB,0.145714286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.00516974,0.181215395
14289942,906660061078215,T,Samsung,LACOMBE,AB,0.243357143,3GB Promo non-share Unlimited nationwide talk and text Premium+ 90,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002937561,0.101978668
79490979,906660937489350,K,Samsung,GRANDE CACHE,AB,0.370214286,$75 10GB UL min Plan SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008526624,0.039141955
87761559,906661636083915,T,Apple,SLAVE LAKE,AB,0.169,L&R - Local Voice 35,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.027046355,0.016199599
3038946,906661637906226,T,Coolpad,CLIVE,AB,0.539428571,Voice 25 - Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.009477856,0.031585652
161850,906660121072278,T,Apple,CARSTAIRS,AB,0.423357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008258372,0.082745678
3258108,906660034136631,T,APPLE,CAMPBELL RIVER,BC,0.530714286,"Unlimited 20 - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.0212528,0.160066578
58136067,906661636044753,T,Motorola,GIBBONS,AB,0.297428571,Voice 25 - Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007926934,0.017339244
3051657,906660107669589,T,Huawei,WESTEROSE,AB,0.076928571,Wireless Internet 50 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.033714171,0.145679201
108974703,906660928143081,K,GOOGLE,BLACKFALDS,AB,0.054928571,$55 4GB Unltd min Plan SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007582285,0.026276368
60737733,906660033883929,T,Apple,ALDERGROVE,BC,0.685928571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.016369119,0.130902884
97258770,906661634177490,T,Apple,BUCK LAKE,AB,0.007214286,5GB Non-share Unlimited nationwide talk and text (PROMO),0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006037682,0.128599817
7004169,906660098134107,T,ZTE,ONOWAY,AB,0.098642857,Wireless Internet 500 - GL,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.014716526,0.133037807
80082513,906660087782376,T,Apple,MILLET,AB,0.1395,Voice 25 - Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.010155092,0.153490268
77497239,906660106651713,T,Apple,RED WATER,AB,0.056,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002109254,0.109208873
696573,906661633012896,T,Apple,SLAVE LAKE,AB,0.684071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006773508,0.163156018
49828440,906660108851619,T,Apple,ROCKYMOUNTAIN HOUSE,AB,0.521285714,4GB Standard 70 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.005207651,0.072261286
69790989,906661637605458,T,ZTE,BLACKIE,AB,0.023714286,Wireless Internet 500 - GF,1,0,New Country,Upper-Middle Rural,Middle-Age Families,,0.083871735
97396587,906660088594899,T,ZTE,IRRICANA,AB,0.119571429,Wireless Internet 500 - LT,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008607617,0.093355753
66163032,906660087021876,T,ZTE,BUCK LAKE,AB,0.126071429,Wireless Internet 500 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002557298,0.077453378
65513820,906660063967338,T,Samsung,HYLO,AB,0.448214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007748866,0.040101566
2993691,906660060719274,T,Apple,NANTON,AB,0.541857143,"Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.017651215,0.231692653
3162882,906660099354537,T,Samsung,BONNYVILLE,AB,0.533214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.009826527,0.051982065
79870842,906660101229957,T,Apple,ATHABASCA,AB,0.491928571,YourChoice Standard 70 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.01033948,0.047676552
3170877,906660089502384,T,Apple,KINUSO,AB,0.24,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.00618703,0.124245049
54982824,906660121161645,T,Apple,ST PAUL,AB,0.155428571,YourChoice L&R Platinum 95 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006875754,0.133464112
41056626,906660098460459,T,ZTE,NANTON,AB,0.109642857,Wireless Internet 250 - GL,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.012045494,0.105307585
112531407,906660952932264,K,Huawei,ONOWAY,AB,0.029642857,$35 Unltd Min Plan,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.018947096,0.022531336
73947078,906660953463108,K,Samsung,EVANSBURG,AB,0.241928571,$45 3GB UL Can mins SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.024987076,0.06691124
14538750,906661635977784,T,Apple,REDWATER,AB,0.361642857,L&R ULNW 6GB shareable data,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002159228,0.065234892
96190050,906661634135049,T,Samsung,ALBERTA BEACH,AB,0.019142857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007926934,0.090521077
55759479,906661633356399,T,ZTE,LINDALE,AB,0.0405,Wireless Internet 500 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007926934,0.124350352
42951042,906660105061560,T,Huawei,SEBA BEACH,AB,0.079928571,Wireless Internet 500 - GL,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007668447,0.117736676
6182472,906661629648204,T,Apple,OLDS,AB,0.064928571,"Peace of Mind - Unlimited Canada-US talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.011011546,0.294551445
74262969,906660087223278,T,Apple,NOBLEFORD,AB,0.240571429,YourChoice Premium 60 - 300 local minutes and unlimited nationwide text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.021971394,0.042326506
4946277,906661635072456,T,ZTE,CARSTAIRS,AB,0.036571429,Wireless Internet 500 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006031363,0.129853256
74110689,906660914381163,K,GOOGLE,MAYERTHORPE,AB,0.2405,$55 8GB UL Can mins SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002979493,0.076329019
2185908,906660089716692,T,Samsung,WARBURG,AB,0.5815,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.00482509,0.110759537
885870,906661635995178,T,ZTE,DIDSBURY,AB,0.013571429,Wireless Internet 100 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.003412028,0.111337002
49649055,906660103013517,T,Apple,GIBBONS,AB,0.0875,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.001251651,0.168392269
64578054,906660919380342,K,Apple,MERLIN,ON,0.283214286,$55 16GB UL min Plan SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.025848699,0.042267061
48661818,906660088302837,T,Apple,ATHABASCA,AB,0.109571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.01090413,0.088841333
115505964,906660954758106,T,Apple,COLINTON,AB,0.007571429,TELUS Prepaid,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.012670171,
4588929,906661637561055,T,Apple,WILDWOOD,AB,0.392714286,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008271584,0.216970685
73205880,906660120112302,T,Samsung,BROOKS,AB,0.135571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.025667758,0.176836849
84423603,906660948763866,K,Samsung,OLDS,AB,0.324142857,$53 3GB UL min Plan SFD,1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.014057671,0.027881382
13101210,906661631289339,T,Apple,RIMBEY,AB,0.174214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.02192142,0.132472231
13738113,906661631892531,T,Apple,CROSSFIELD,AB,0.439642857,"Simple Share 20 - Unlimited nationwide talk, text, and 20GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007851111,0.184703964
51070287,906661629048615,T,Samsung,WILDWOOD,AB,0.071285714,Peace of Mind Access - Tablet,1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.016641392,0.191541832
45943827,906660064787253,T,Apple,REDWATER,AB,0.404571429,YourChoice Standard 65 - Unlimited nationwide talk and text,1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.016336952,0.08915724
76437210,906660102814446,T,Samsung,SEBA BEACH,AB,0.382642857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.026710322,0.039656578
2125719,906660033777420,T,Apple,ST LINA,AB,0.444642857,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008425527,0.161578179
151038,906660961113831,T,Apple,CROSSFIELD,AB,0.087928571,"Unlimited 30 CAN-US - Unlimited Canada-US talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002067896,0.208371548
42561294,906660954644523,T,Samsung,ARROWWOOD,AB,0.485571429,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.011028778,0.125252216
27068409,906661634287212,T,Apple,BLUE RIDGE,AB,0.017714286,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.0678132,0.125257312
73783419,906660935186658,K,Samsung,OAKLAND,ON,0.242642857,$55 2GB Unltd min Plan SFD,1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.018496755,0.027728523
68908044,906660033683925,T,Apple,ONOWAY,AB,0.5475,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.004135792,0.08245185
81391512,906660038348619,T,Apple,REDCLIFF,AB,0.205642857,TELUS Prepaid,1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.040529611,
37768464,906660108674514,T,Apple,SWAN HILLS,AB,0.256142857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.044868746,0.139194606
12866928,906660956620746,T,Apple,SANGUDO,AB,0.625714286,"Simple Share 10 - Unlimited nationwide talk, text, and 10GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007926934,0.084872108
40517955,906660064764639,T,Apple,CARSTAIRS,AB,0.532142857,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.004484462,0.111282652
96102009,906660103072413,T,Apple,RIMBEY,AB,0.081071429,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.033301166,0.158862393
83129220,906661637259018,T,Samsung,SANGUDO,AB,0.253928571,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.027179045,0.113422671
11048100,906660961179813,T,Apple,SPRUCE VIEW,AB,0.467285714,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.030963295,0.152754849
109717470,906660104758455,T,Apple,LEGAL,AB,0.578071429,L&R 10GB Non-share Unlimited nationwide talk and text (PROMO),1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.038941927,0.037022317
3399537,906660106722576,T,ZTE,PICKARDVILLE,AB,0.053928571,Wireless Internet 1TB - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.027711529,0.22372533
1520913,906660060024702,T,Samsung,GRANUM,AB,0.624428571,"Simple Share 10 - Unlimited nationwide talk, text, and 10GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007979206,0.166340569
88075461,906660926328198,K,SAMSUNG,SANGUDO,AB,0.167357143,$33 300MB 300 min Plan,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.006670688,0.029995924
80032110,906660060192879,T,Apple,REDCLIFF,AB,0.370214286,"Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.024467804,0.103194742
394977,906661630363470,T,Huawei,STETTLER,AB,0.067714286,Wireless Internet 500 - LT,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007229019,0.132997045
2918769,906660042398586,T,Apple,REDCLIFF,AB,0.383071429,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.026922282,0.124737593
112749768,906661634222886,T,SAMSUNG,CALMAR,AB,0.019857143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.038219886,0.155508
56476500,906660102118665,T,Apple,ROCKY MOUNTAIN HOUSE,AB,0.404928571,"Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.021881785,0.042540507
3970167,906660958771068,T,Apple,RIMBEY,AB,0.520071429,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.04497329,0.231341078
3363351,906660106921671,T,Apple,NANTON,AB,0.168,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.021694526,0.144444444
102515283,906660119472036,T,Apple,ST PAUL,AB,0.094071429,Voice 35-Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002592912,0.018827066
28155693,906660039148614,T,Apple,MILLET,AB,0.245857143,4GB Premium+ 90 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.011993222,0.046735623
43785630,906660954728961,T,Samsung,SLAVE LAKE,AB,0.048214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.034652191,0.18231088
54060471,906660106760661,T,Samsung,SALMON ARM,BC,0.052714286,Voice 35-Unlimited Nationwide,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.005274858,0.231633208
754821,906660033498300,T,Apple,LAC LA BICHE,AB,0.650357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.012534896,0.134286151
72617229,906660108696903,T,Apple,VERMILION,AB,0.248071429,Voice 35 - Unlimited local talk and nationwide text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008272732,0.078959883
51174816,906660104928789,T,BLACKBERRY,DRAYTON VALLEY,AB,0.4965,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.032139123,0.098712592
3355839,906660954801558,T,Samsung,CHAMPION,AB,0.12,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.022135103,0.080250688
2351865,906660014712966,T,Apple,CARSTAIRS,AB,0.184428571,Simple Share - 1GB Tablet,1,0,New Country,Upper-Middle Rural,Middle-Age Families,,0.111877102
864021,906660038154420,T,Apple,SMOKY LAKE,AB,0.597142857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.039314722,0.230872312
230769,906660064802337,T,Apple,MILLET,AB,0.163,YourChoice Premium 70 - Unlimited nationwide talk and text,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.007237636,0.086776045
75431133,906661629626394,T,Apple,NANTON,AB,0.585214286,ULNW 10GB Premium Non-Shareable,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.032226435,0.149836951
1359897,906660045630753,T,Apple,DIDSBURY,AB,0.6375,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",1,1,New Country,Upper-Middle Rural,Middle-Age Families,0.030227469,0.072867625
40073667,906660097518678,T,ZTE,WARBURG,AB,0.104142857,Wireless Internet 250 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008416911,0.120411699
8573907,906660101130426,T,Apple,WESTLOCK,AB,0.441428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.019045896,0.037132715
78657777,906660055436844,T,APPLE,ALDERGROVE,BC,0.219571429,TELUS Prepaid,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.002033431,
42311952,906660064889247,T,Apple,SLAVE LAKE,AB,0.375857143,"Simple Share 10 - Unlimited nationwide talk, text, and 10GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008788558,0.07643602
38381079,906660089069814,T,Motorola,SMOKY LAKE,AB,0.337214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.018721351,0.090441251
1105305,906660041534586,T,Apple,CARSTAIRS,AB,0.655857143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.016067551,0.055030742
65207865,906661636040388,T,SAMSUNG,RIMBEY,AB,0.011,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.022066173,0.187039302
93614178,906660121053402,T,Apple,ST PAUL,AB,0.145,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.021450974,0.045390468
2972736,906661629778431,T,Apple,CARSTAIRS,AB,0.051642857,"Peace of Mind - Unlimited Canada-US talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.023941065,0.093661469
1655577,906660068996964,T,Alcatel / TCL,GRANUM,AB,0.6135,L&R 10GB Non-share Unlimited nationwide talk and text (PROMO),0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.015300707,0.039896056
104176185,906660935228880,K,Apple,BLACK DIAMOND,AB,0.084,$45 2GB 500 min Plan SFD,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008461141,0.02106899
108233337,906661629739332,T,SAMSUNG,LAC LA BICHE,AB,0.059071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.020620943,0.042326506
42660303,906661637735040,T,ZTE,SPRUCE VIEW,AB,0.025142857,Wireless Internet 500 - GF,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.027830433,0.274273922
1045209,906660105226980,T,Apple,CLYDE,AB,0.660714286,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.013097823,0.038350487
104776626,906660104538429,T,Apple,BLACK DIAMOND,AB,0.080642857,YourChoice Premium+ 85 - Unlimited nationwide talk and text,1,0,New Country,Upper-Middle Rural,Middle-Age Families,0.026273766,0.107107918
5794941,906661635313404,T,Apple,MAYERTHORPE,AB,0.507642857,"Peace of Mind - Unlimited Canada-US talk, text, and endless data (10GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.008185421,0.214803492
73015224,906660961134060,T,Apple,ARMSTRONG,BC,0.417285714,5GB Promo non-share Unlimited nationwide talk and text Standard 70,0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.005452352,0.036687727
27900222,906660068453721,T,Apple,OLIVER,BC,0.162714286,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,New Country,Upper-Middle Rural,Middle-Age Families,0.062381527,0.364501172
